date,county,cases,fips,new_cases
2020-07-21,st_marys,785,24037,6
2020-07-21,talbot,265,24041,8
2020-07-21,washington,816,24043,20
2020-07-21,wicomico,1195,24045,6
2020-07-21,worcester,428,24047,11
2020-07-21,unknown,0,NA,0
2020-07-22,allegany,240,24001,0
2020-07-22,anne_arundel,6105,24003,43
2020-07-22,baltimore,10153,24005,159
2020-07-22,baltimore_city,9738,24510,94
2020-07-22,calvert,503,24009,8
2020-07-22,caroline,368,24011,1
2020-07-22,carroll,1311,24013,15
2020-07-22,cecil,570,24015,4
2020-07-22,charles,1659,24017,17
2020-07-22,dorchester,288,24019,42
2020-07-22,frederick,2797,24021,12
2020-07-22,garrett,37,24023,3
2020-07-22,harford,1472,24025,20
2020-07-22,howard,3198,24027,21
2020-07-22,kent,221,24029,0
2020-07-22,montgomery,16593,24031,73
2020-07-22,prince_georges,20958,24033,91
2020-07-22,queen_annes,340,24035,5
2020-07-22,somerset,110,24039,0
2020-07-22,st_marys,789,24037,4
2020-07-22,talbot,268,24041,3
2020-07-22,washington,818,24043,2
2020-07-22,wicomico,1201,24045,6
2020-07-22,worcester,435,24047,7
2020-07-22,unknown,0,NA,0
2020-07-23,allegany,244,24001,4
2020-07-23,anne_arundel,6144,24003,39
2020-07-23,baltimore,10345,24005,192
2020-07-23,baltimore_city,9842,24510,104
2020-07-23,calvert,509,24009,6
2020-07-23,caroline,371,24011,3
2020-07-23,carroll,1316,24013,5
2020-07-23,cecil,576,24015,6
2020-07-23,charles,1679,24017,20
2020-07-23,dorchester,294,24019,6
2020-07-23,frederick,2820,24021,23
2020-07-23,garrett,38,24023,1
2020-07-23,harford,1514,24025,42
2020-07-23,howard,3242,24027,44
2020-07-23,kent,223,24029,2
2020-07-23,montgomery,16654,24031,61
2020-07-23,prince_georges,21038,24033,80
2020-07-23,queen_annes,341,24035,1
2020-07-23,somerset,111,24039,1
2020-07-23,st_marys,790,24037,1
2020-07-23,talbot,274,24041,6
2020-07-23,washington,826,24043,8
2020-07-23,wicomico,1206,24045,5
2020-07-23,worcester,439,24047,4
2020-07-23,unknown,0,NA,0
2020-07-24,allegany,244,24001,0
2020-07-24,anne_arundel,6229,24003,85
2020-07-24,baltimore,10520,24005,175
2020-07-24,baltimore_city,10001,24510,159
2020-07-24,calvert,515,24009,6
2020-07-24,caroline,374,24011,3
2020-07-24,carroll,1337,24013,21
2020-07-24,cecil,583,24015,7
2020-07-24,charles,1695,24017,16
2020-07-24,dorchester,303,24019,9
2020-07-24,frederick,2833,24021,13
2020-07-24,garrett,41,24023,3
2020-07-24,harford,1540,24025,26
2020-07-24,howard,3271,24027,29
2020-07-24,kent,224,24029,1
2020-07-24,montgomery,16768,24031,114
2020-07-24,prince_georges,21210,24033,172
2020-07-24,queen_annes,350,24035,9
2020-07-24,somerset,114,24039,3
2020-07-24,st_marys,805,24037,15
2020-07-24,talbot,289,24041,15
2020-07-24,washington,833,24043,7
2020-07-24,wicomico,1219,24045,13
2020-07-24,worcester,468,24047,29
2020-07-24,unknown,0,NA,0
2020-07-25,allegany,252,24001,8
2020-07-25,anne_arundel,6343,24003,114
2020-07-25,baltimore,10793,24005,273
2020-07-25,baltimore_city,10210,24510,209
2020-07-25,calvert,528,24009,13
2020-07-25,caroline,393,24011,19
2020-07-25,carroll,1355,24013,18
2020-07-25,cecil,596,24015,13
2020-07-25,charles,1719,24017,24
2020-07-25,dorchester,305,24019,2
2020-07-25,frederick,2870,24021,37
2020-07-25,garrett,42,24023,1
2020-07-25,harford,1579,24025,39
2020-07-25,howard,3313,24027,42
2020-07-25,kent,228,24029,4
2020-07-25,montgomery,16922,24031,154
2020-07-25,prince_georges,21432,24033,222
2020-07-25,queen_annes,357,24035,7
2020-07-25,somerset,114,24039,0
2020-07-25,st_marys,822,24037,17
2020-07-25,talbot,298,24041,9
2020-07-25,washington,864,24043,31
2020-07-25,wicomico,1228,24045,9
2020-07-25,worcester,491,24047,23
2020-07-25,unknown,0,NA,0
